ID,Country,Specialization,How did you hear about Us,Current_Occupation,What matters most to you in choosing a course,Origin,Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Purchased
4944,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,725,2.5,SMS Sent,Yes
4945,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,979,2,SMS Sent,Yes
4946,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,327,2.5,Email Opened,No
4947,,,,,,API,Olark Chat,No,No,3,93,3,Page Visited on Website,No
4948,India,Business Administration,,Working Professional,Better Career Prospects,API,Organic Search,No,No,4,804,1.33,SMS Sent,Yes
4949,India,,,,,API,Google,No,No,3,789,1,SMS Sent,Yes
4950,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,1295,3,SMS Sent,Yes
4951,,Human Resource Management,,Student,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,Page Visited on Website,No
4952,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,No,No,3,937,1.5,Email Opened,No
4953,India,,,,,API,Organic Search,No,No,9,234,4.5,SMS Sent,Yes
4954,India,Travel and Tourism,,,,Landing Page Submission,Google,No,No,5,201,5,SMS Sent,No
4955,Sweden,Marketing Management,,,,Landing Page Submission,Direct Traffic,No,No,12,9,1.71,Page Visited on Website,No
4956,India,Human Resource Management,Online Search,Working Professional,Better Career Prospects,API,Google,No,No,9,1416,1.8,SMS Sent,Yes
4957,India,Finance Management,,,,API,Olark Chat,No,No,3,334,1.5,Email Opened,No
4958,,Supply Chain Management,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4959,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,463,5,Email Opened,No
4960,India,Human Resource Management,,Working Professional,Better Career Prospects,API,Google,No,No,1,397,1,Converted to Lead,No
4961,India,E-COMMERCE,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,548,2,SMS Sent,Yes
4962,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,663,2,Email Opened,No
4963,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,202,2,SMS Sent,No
4964,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1358,3,SMS Sent,Yes
4965,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,219,3,Email Opened,No
4966,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1768,3,Email Opened,Yes
4967,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,261,3,SMS Sent,No
4968,India,Human Resource Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,221,2,Olark Chat Conversation,No
4969,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1031,3,SMS Sent,Yes
4970,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,942,3,Email Opened,Yes
4971,,International Business,,Working Professional,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,Email Bounced,No
4972,India,Travel and Tourism,Online Search,Unemployed,Better Career Prospects,API,Google,No,No,7,1522,7,SMS Sent,Yes
4973,,Finance Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
4974,India,Retail Management,,Unemployed,Better Career Prospects,API,Organic Search,No,No,3,951,1.5,SMS Sent,Yes
4975,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,13,1311,1.86,Email Opened,Yes
4976,Saudi Arabia,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,3,389,3,Unsubscribed,No
4977,United Kingdom,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,3,1291,3,Converted to Lead,No
4978,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,6,1047,6,SMS Sent,Yes
4979,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1123,4,SMS Sent,No
4980,India,Marketing Management,,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,861,4,SMS Sent,Yes
4981,India,Business Administration,,Unemployed,Better Career Prospects,API,Google,No,No,2,197,2,Email Opened,No
4982,India,Operations Management,,,,Landing Page Submission,Organic Search,No,No,8,286,8,Olark Chat Conversation,No
4983,India,Finance Management,,Unemployed,Better Career Prospects,API,Google,No,No,3,1774,3,Email Opened,Yes
4984,,Human Resource Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4985,India,IT Projects Management,Word Of Mouth,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,1500,2.33,SMS Sent,Yes
4986,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,401,5,SMS Sent,No
4987,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,948,4,SMS Sent,No
4988,India,Marketing Management,SMS,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1493,3,Converted to Lead,No
4989,India,Marketing Management,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,4,32,2,Email Opened,No
4990,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,209,1.67,SMS Sent,No
4991,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,129,2,SMS Sent,Yes
4992,India,E-Business,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,1006,5,SMS Sent,No
4993,India,E-COMMERCE,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,109,6,SMS Sent,Yes
4994,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4995,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,3,1219,3,SMS Sent,No
4996,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1984,2,Converted to Lead,No
4997,India,,,,,API,Organic Search,No,No,3,151,3,Email Opened,No
4998,India,Marketing Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,370,3,SMS Sent,Yes
4999,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
5000,India,International Business,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,305,4,Page Visited on Website,No
5001,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1651,2,SMS Sent,Yes
5002,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,358,7,Email Opened,No
5003,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,373,2,SMS Sent,No
5004,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
5005,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
5006,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,API,Google,No,No,4,84,4,SMS Sent,No
5007,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,API,Google,No,No,4,507,4,Email Link Clicked,No
5008,India,,,Working Professional,Better Career Prospects,API,Organic Search,Yes,No,11,1494,11,SMS Sent,Yes
5009,India,Media and Advertising,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,272,2,Email Opened,No
5010,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,11,115,5.5,SMS Sent,Yes
5011,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,7,941,7,Email Opened,Yes
5012,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,71,1.5,SMS Sent,No
5013,India,"Banking, Investment And Insurance",SMS,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1033,3,SMS Sent,Yes
5014,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
5015,,,,,,API,Olark Chat,No,No,1,119,1,Olark Chat Conversation,No
5016,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1281,3,SMS Sent,Yes
5017,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
5018,United Arab Emirates,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,90,2.33,Page Visited on Website,No
5019,India,IT Projects Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,43,4,SMS Sent,No
5020,India,Marketing Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,1957,1.5,SMS Sent,Yes
5021,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,1004,2.5,SMS Sent,No
5022,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1260,2,SMS Sent,Yes
5023,,IT Projects Management,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
5024,India,Marketing Management,Online Search,,,Landing Page Submission,Google,Yes,No,4,291,4,Email Bounced,No
5025,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1083,2,SMS Sent,No
5026,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,2,278,2,SMS Sent,No
5027,India,Human Resource Management,,Working Professional,Better Career Prospects,API,Organic Search,No,No,26,120,13,SMS Sent,Yes
5028,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1496,2,SMS Sent,Yes
5029,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,5,527,5,SMS Sent,No
5030,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,2,0,2,SMS Sent,No
5031,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,No
5032,India,E-Business,Word Of Mouth,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,29,1.33,Form Submitted on Website,No
5033,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,10,1337,10,SMS Sent,Yes
5034,India,Healthcare Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,14,302,3.5,SMS Sent,No
5035,India,Finance Management,Online Search,,,Landing Page Submission,Google,No,No,4,1589,4,Email Opened,No
5036,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,384,4,SMS Sent,Yes
5037,,,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
5038,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1524,4,Email Link Clicked,Yes
5039,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,10,1306,2.5,Page Visited on Website,No
5040,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,74,2,SMS Sent,No
5041,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,105,2,SMS Sent,No
5042,India,,,,,API,Google,No,No,4,109,1.33,Converted to Lead,No
5043,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1477,4,SMS Sent,Yes
5044,India,Finance Management,Word Of Mouth,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,5,576,5,Email Opened,Yes
5045,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
5046,India,Healthcare Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,9,701,9,SMS Sent,No
5047,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
5048,India,Human Resource Management,Word Of Mouth,,,Landing Page Submission,Google,No,No,8,108,4,Page Visited on Website,No
5049,India,Finance Management,,,,Landing Page Submission,Google,No,No,3,465,3,SMS Sent,No
5050,,Human Resource Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
5051,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1303,3,SMS Sent,Yes
5052,,Finance Management,,Housewife,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Link Clicked,Yes
5053,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
5054,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
5055,India,Business Administration,,,,Landing Page Submission,Direct Traffic,No,No,4,21,4,SMS Sent,No
5056,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,No
5057,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,415,2,SMS Sent,No
5058,India,Retail Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,1202,3,Page Visited on Website,Yes
5059,India,Finance Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,1164,1,Form Submitted on Website,Yes
5060,India,E-COMMERCE,,,,Landing Page Submission,Direct Traffic,Yes,No,4,68,2,Page Visited on Website,No
5061,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
5062,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,1347,2.5,SMS Sent,Yes
5063,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,1168,,,Yes
5064,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,Yes,No,5,245,2.5,SMS Sent,No
5065,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
5066,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,221,2,Form Submitted on Website,No
5067,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,224,7,Email Opened,No
5068,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,171,2.5,Email Opened,No
5069,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1298,2,SMS Sent,Yes
5070,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,333,2,SMS Sent,No
5071,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,288,2,SMS Sent,No
5072,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1136,3,Email Opened,Yes
5073,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
5074,India,"Banking, Investment And Insurance",Online Search,,,Landing Page Submission,Google,No,No,4,135,4,SMS Sent,No
5075,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1195,1.33,SMS Sent,No
5076,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1380,2,SMS Sent,No
5077,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
5078,India,Finance Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,7,945,3.5,SMS Sent,Yes
5079,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,21,558,3.5,Page Visited on Website,Yes
5080,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,504,4,Email Opened,No
5081,United States,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,3,1350,3,Email Opened,Yes
5082,,,,,,API,Olark Chat,No,No,0,0,0,Email Link Clicked,No
5083,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,No
5084,,,,,,API,Olark Chat,No,No,0,0,0,Page Visited on Website,No
5085,India,Media and Advertising,,,,Landing Page Submission,Direct Traffic,No,No,5,1557,5,SMS Sent,Yes
5086,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,3,18,3,SMS Sent,No
5087,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
